year,month,hour,time_range,death,injuries,Longitude,Latitude,total_people
2008,December,17,Afternoon,NA,NA,-79.476094189,43.6899117880001,0
2008,December,23,Evening,NA,1,-79.4587584229999,43.6685990440001,1
2008,December,5,Night,NA,NA,-79.4417645729999,43.730985951,0
2008,December,2,Night,NA,NA,-79.358432164,43.661856201,0
2008,December,17,Afternoon,NA,NA,-79.5521509559999,43.6957896770001,0
2008,December,22,Evening,NA,NA,-79.291579778,43.727044961,0
2008,December,20,Evening,NA,NA,-79.482248878,43.6937188800001,0
2008,December,12,Afternoon,NA,NA,-79.450267684,43.695687766,0
2008,December,4,Night,NA,1,-79.371002854,43.6582965970001,1
2008,December,16,Afternoon,NA,1,-79.423210226,43.650603795,1
2008,December,NA,Night,NA,1,-79.286109057,43.68063514,1
2008,December,20,Evening,NA,1,-79.33990729,43.666948539,1
2008,December,2,Night,NA,NA,-79.5976893869999,43.757366264,0
2008,December,2,Night,NA,NA,-79.5653813019999,43.753819298,0
2008,December,22,Evening,NA,NA,-79.2724580289999,43.8230507330001,0
2008,December,2,Night,NA,1,-79.3921757379999,43.647450787,1
2008,December,12,Afternoon,NA,NA,-79.276275325,43.753239758,0
2009,January,3,Night,NA,2,-79.337816214,43.6803256850001,2
2009,January,1,Night,NA,1,-79.586794815,43.6878888530001,1
2009,January,20,Evening,NA,1,-79.509643319,43.7604764870001,1
2009,January,2,Night,NA,1,-79.372068551,43.6539564930001,1
2009,January,23,Evening,NA,NA,-79.520974113,43.7651027860001,0
2009,January,2,Night,1,NA,-79.552933794,43.7514449870001,1
2009,January,21,Evening,1,NA,-79.355257708,43.7409358,1
2009,January,14,Afternoon,NA,NA,-79.232964846,43.779536701,0
2009,January,21,Evening,NA,NA,-79.54941569,43.7468880800001,0
2009,January,20,Evening,NA,2,-79.3296419329999,43.715307564,2
2009,January,23,Evening,NA,NA,-79.446743692,43.6930217710001,0
2009,January,17,Afternoon,NA,1,-79.436924921,43.6396002880001,1
2009,January,22,Evening,1,NA,-79.474342892,43.6885108920001,1
2009,January,2,Night,NA,1,-79.594201163,43.74192057,1
2009,January,21,Evening,NA,2,-79.569982877,43.691710701,2
2009,January,10,Morning,NA,1,-79.386779441,43.6508237900001,1
2009,January,22,Evening,NA,NA,-79.438822583,43.7318796540001,0
2009,January,2,Night,NA,1,-79.3932779369999,43.6484030880001,1
2009,January,19,Evening,NA,1,-79.502319657,43.6975875630001,1
2009,January,1,Night,NA,1,-79.567252174,43.6488387110001,1
2009,January,19,Evening,NA,1,-79.549328772,43.727296229,1
2009,February,7,Morning,1,NA,-79.511308656,43.698379066,1
2009,February,NA,Night,NA,1,-79.2295304739999,43.801255198,1
2009,February,9,Morning,NA,1,-79.2467470729999,43.755258978,1
2009,February,4,Night,NA,NA,-79.5709844799999,43.6916569050001,0
2009,February,NA,Night,1,NA,-79.232964846,43.779536701,1
2009,February,11,Morning,NA,NA,-79.489623125,43.7580417670001,0
2009,February,19,Evening,NA,NA,-79.385245948,43.666566006,0
2009,February,NA,Night,NA,NA,-79.4504734129999,43.720660256,0
2009,February,3,Night,NA,NA,-79.6074546689999,43.7436455540001,0
2009,February,15,Afternoon,NA,1,-79.509643319,43.7604764870001,1
2009,February,NA,Night,NA,1,-79.509643319,43.7604764870001,1
2009,February,19,Evening,NA,NA,-79.558044088,43.6575273290001,0
2009,February,19,Evening,1,NA,-79.511637918,43.766043989,1
2009,February,13,Afternoon,NA,1,-79.439943602,43.6906034790001,1
2009,February,20,Evening,NA,1,-79.3076362689999,43.736819037,1
2009,February,19,Evening,1,NA,-79.387405341,43.653138492,1
2009,February,13,Afternoon,NA,1,-79.5651008839999,43.658028523,1
2009,February,3,Night,1,NA,-79.276275325,43.753239758,1
2009,March,16,Afternoon,NA,1,-79.378427745,43.65041009,1
2009,March,16,Afternoon,NA,1,-79.245410778,43.755543679,1
2009,March,19,Evening,NA,1,-79.4937485029999,43.671669933,1
2009,March,21,Evening,NA,NA,-79.199460909,43.7654416920001,0
2009,March,23,Evening,NA,NA,-79.44817842,43.7191307570001,0
2009,March,2,Night,NA,2,-79.367802652,43.6443424830001,2
2009,March,12,Afternoon,NA,NA,-79.518741914,43.7692318860001,0
2009,March,21,Evening,NA,NA,-79.519674514,43.7659004860001,0
2009,March,NA,Night,NA,1,-79.383092247,43.6613701,1
2009,March,21,Evening,NA,1,-79.246209982,43.758380779,1
2009,March,3,Night,NA,1,-79.2810966,43.76582074,1
2009,March,19,Evening,NA,NA,-79.518811413,43.761912587,0
2009,March,23,Evening,NA,NA,-79.427328301,43.7266780630001,0
2009,March,9,Morning,NA,NA,-79.514730516,43.7672126890001,0
2009,March,2,Night,NA,NA,-79.517741052,43.7005962650001,0
2009,March,16,Afternoon,NA,NA,-79.481788701,43.745982322,0
2009,March,17,Afternoon,NA,NA,-79.438822583,43.7318796540001,0
2009,March,17,Afternoon,NA,1,-79.4410149549999,43.720123657,1
2009,March,17,Afternoon,NA,2,-79.582614672,43.733967679,2
2009,April,12,Afternoon,NA,NA,-79.5079017199999,43.759287785,0
2009,April,NA,Night,NA,1,-79.184896405,43.7648811020001,1
2009,April,19,Evening,NA,NA,5.6843418860808e-14,5.08888749034163e-14,0
2009,April,14,Afternoon,NA,NA,-79.50887116,43.6968247670001,0
2009,April,23,Evening,NA,NA,5.6843418860808e-14,5.08888749034163e-14,0
2009,April,NA,Night,NA,1,-79.4571023079999,43.7246693550001,1
2009,April,19,Evening,NA,1,-79.508578695,43.66135741,1
2009,April,NA,Night,NA,1,-79.2657479919999,43.709720012,1
2009,April,NA,Night,1,NA,-79.387405341,43.653138492,1
2009,April,11,Morning,NA,2,-79.522298610000007,43.7546264850001,2
2009,April,18,Evening,1,NA,-79.4988128849999,43.6844724910001,1
2009,April,19,Evening,NA,1,-79.501935457,43.697564463,1
2009,April,NA,Night,NA,1,-79.4423106199999,43.752500873,1
2009,April,20,Evening,NA,NA,-79.518696714,43.7691295860001,0
2009,April,23,Evening,NA,NA,-79.478129082,43.692982381,0
2009,April,NA,Night,NA,1,-79.4155662489999,43.7797643960001,1
2009,May,22,Evening,1,NA,-79.503478301,43.663886232,1
2009,May,1,Night,NA,1,-79.493971281,43.6885559830001,1
2009,May,3,Night,NA,1,-79.238740771,43.793864489,1
2009,May,12,Afternoon,NA,1,-79.3326893619999,43.759514617,1
2009,May,23,Evening,NA,NA,-79.513183845,43.7255266500001,0
2009,May,3,Night,NA,6,-79.5686956749999,43.6494272130001,6
2009,May,17,Afternoon,1,NA,-79.500431804,43.6680114440001,1
2009,May,NA,Night,NA,NA,-79.513183845,43.7255266500001,0
2009,May,3,Night,NA,NA,-79.373261058,43.6713330110001,0
2009,May,18,Evening,NA,1,-79.51320989,43.7393845440001,1
2009,May,20,Evening,NA,NA,-79.513183845,43.7255266500001,0
2009,May,17,Afternoon,NA,1,-79.558044723,43.7599985080001,1
2009,May,23,Evening,NA,NA,-79.5047096439999,43.7157375460001,0
2009,May,21,Evening,NA,NA,-79.305988256,43.7143024740001,0
2009,May,23,Evening,NA,1,-79.499783806,43.7743477760001,1
2009,May,NA,Night,NA,NA,-79.514730516,43.7672126890001,0
2009,May,23,Evening,NA,1,-79.5072677429999,43.7174159460001,1
2009,May,22,Evening,NA,2,-79.525586739,43.7133287450001,2
2009,May,23,Evening,NA,1,-79.285396067,43.6970102180001,1
2009,May,19,Evening,NA,1,-79.515356853,43.699819565,1
2009,May,21,Evening,NA,NA,-79.195420698,43.784825293,0
2009,May,12,Afternoon,NA,NA,-79.187043908,43.771012495,0
2009,May,18,Evening,NA,1,-79.4750516889999,43.690160887,1
2009,May,2,Night,NA,NA,-79.235255523,43.757716991,0
2009,May,17,Afternoon,NA,NA,-79.4771137399999,43.7100177510001,0
2009,May,2,Night,NA,1,-79.549328772,43.727296229,1
2009,June,14,Afternoon,NA,1,-79.238786331,43.719517797,1
2009,June,19,Evening,NA,NA,-79.555242768,43.692614489,0
2009,June,9,Morning,NA,1,-79.6011631819999,43.7567476570001,1
2009,June,1,Night,NA,NA,-79.509597645,43.7248922460001,0
2009,June,3,Night,NA,NA,-79.516479712,43.752504081,0
2009,June,23,Evening,NA,1,-79.478051041,43.7086551510001,1
2009,June,22,Evening,NA,NA,-79.5495630299999,43.7032750320001,0
2009,June,18,Evening,NA,1,-79.3296419329999,43.715307564,1
2009,June,22,Evening,NA,1,-79.3018218509999,43.688139424,1
2009,June,16,Afternoon,NA,1,-79.2178408789999,43.7406579870001,1
2009,June,5,Night,NA,NA,-79.358432164,43.661856201,0
2009,June,21,Evening,NA,3,-79.471847644,43.7103092520001,3
2009,June,23,Evening,NA,NA,5.6843418860808e-14,5.08888749034163e-14,0
2009,June,2,Night,NA,NA,-79.5521509559999,43.6957896770001,0
2009,June,4,Night,NA,NA,-79.515457613,43.7578820850001,0
2009,June,20,Evening,NA,1,-79.467650689,43.691786382,1
2009,July,4,Night,NA,2,-79.546721958,43.6970464780001,2
2009,July,22,Evening,NA,2,-79.438822583,43.7318796540001,2
2009,July,2,Night,NA,1,-79.2822700959999,43.769422438,1
2009,July,20,Evening,NA,NA,-79.36637383,43.776166001,0
2009,July,23,Evening,NA,1,-79.5910555689999,43.731769177,1
2009,July,14,Afternoon,NA,NA,-79.320873336,43.6839370170001,0
2009,July,23,Evening,NA,NA,-79.440833497,43.692650574,0
2009,July,3,Night,NA,1,-79.392070938,43.648846388,1
2009,July,NA,Night,NA,1,-79.469984214,43.637302806,1
2009,July,20,Evening,NA,NA,-79.3262402189999,43.6747597890001,0
2009,July,17,Afternoon,NA,1,-79.450689315,43.721927956,1
2009,July,22,Evening,NA,1,-79.211198385,43.8118543190001,1
2009,July,19,Evening,NA,NA,-79.536222003,43.753211287,0
2009,July,19,Evening,NA,1,-79.256002455,43.7560744720001,1
2009,July,6,Morning,NA,1,-79.371002854,43.6582965970001,1
2009,July,1,Night,1,NA,-79.128112974,43.793826558,1
2009,July,21,Evening,NA,NA,-79.439616359,43.7243040560001,0
2009,July,19,Evening,NA,NA,-79.337788405,43.6743430670001,0
2009,July,NA,Night,NA,1,-79.446675179,43.735833251,1
2009,July,2,Night,NA,NA,-79.500248943,43.708392846,0
2009,July,22,Evening,NA,NA,-79.397630534,43.644944684,0
2009,July,21,Evening,NA,NA,-79.552933794,43.7514449870001,0
2009,July,14,Afternoon,NA,NA,-79.449233517,43.720519956,0
2009,July,20,Evening,NA,1,-79.325580536,43.7186400580001,1
2009,July,NA,Night,1,NA,-79.407466837,43.6659082100001,1
2009,July,1,Night,NA,2,-79.438822583,43.7318796540001,2
2009,July,20,Evening,NA,NA,-79.588139369,43.746318473,0
2009,July,NA,Night,NA,1,-79.288346061,43.691224725,1
2009,August,4,Night,1,1,-79.3954249449999,43.6718984130001,2
2009,August,23,Evening,NA,NA,-79.588139369,43.746318473,0
2009,August,17,Afternoon,1,NA,-79.60636069,43.755006544,1
2009,August,2,Night,NA,NA,-79.481415407,43.675234328,0
2009,August,19,Evening,NA,NA,-79.449233517,43.720519956,0
2009,August,21,Evening,NA,1,-79.588139369,43.746318473,1
2009,August,17,Afternoon,NA,1,-79.498998558,43.697320963,1
2009,August,22,Evening,1,NA,-79.369883752,43.648808988,1
2009,August,18,Evening,NA,2,-79.285396067,43.6970102180001,2
2009,August,21,Evening,NA,NA,-79.5985882639999,43.75089756,0
2009,August,20,Evening,1,NA,-79.254384531,43.735366282,1
2009,August,22,Evening,NA,NA,-79.582614672,43.733967679,0
2009,August,22,Evening,NA,NA,-79.456952521,43.6702065370001,0
2009,August,22,Evening,NA,NA,-79.2286147779999,43.813629254,0
2009,August,23,Evening,1,NA,-79.592994565,43.7380506740001,1
2009,August,NA,Night,NA,NA,-79.483569248,43.733125449,0
2009,August,23,Evening,NA,NA,-79.508030918,43.7480628760001,0
2009,August,8,Morning,NA,NA,-79.211400381,43.808626099,0
2009,August,13,Afternoon,NA,1,-79.369449053,43.654522394,1
2009,August,NA,Night,NA,1,-79.4938276619999,43.696926467,1
2009,August,21,Evening,NA,1,-79.358062836,43.791957342,1
2009,August,NA,Night,NA,1,-79.4453060869999,43.696763165,1
2009,August,16,Afternoon,NA,NA,-79.595344364,43.744299068,0
2009,August,19,Evening,NA,1,5.6843418860808e-14,5.08888749034163e-14,1
2009,August,17,Afternoon,NA,1,-79.482086599,43.680603913,1
2009,August,13,Afternoon,1,NA,-79.588139369,43.746318473,1
2009,August,20,Evening,NA,1,-79.40618483,43.7912239020001,1
2009,August,17,Afternoon,NA,NA,-79.323956433,43.6841623130001,0
2009,August,21,Evening,NA,NA,-79.5440330769999,43.6892127840001,0
2009,August,5,Night,NA,1,-79.311647292,43.7959786970001,1
2009,August,NA,Night,NA,NA,-79.52430401,43.7559841870001,0
2009,August,NA,Night,NA,1,-79.4937485029999,43.671669933,1
2009,August,18,Evening,NA,2,-79.507319697,43.741427451,2
2009,August,2,Night,NA,NA,-79.515892062,43.6966518720001,0
2009,August,22,Evening,NA,NA,-79.438689502,43.691429277,0
2009,August,2,Night,NA,NA,-79.397704049,43.799434214,0
2009,August,12,Afternoon,NA,NA,-79.563220077,43.6526475150001,0
2009,September,NA,Night,1,NA,-79.338171102,43.67242586,1
2009,September,23,Evening,NA,NA,-79.415990345,43.781632997,0
2009,September,NA,Night,1,NA,-79.3678743529999,43.650394189,1
2009,September,20,Evening,1,NA,-79.369123825,43.791297332,1
2009,September,22,Evening,NA,1,5.6843418860808e-14,5.08888749034163e-14,1
2009,September,19,Evening,NA,NA,-79.195420698,43.784825293,0
2009,September,23,Evening,NA,2,-79.400477533,43.6501545890001,2
2009,September,22,Evening,NA,1,-79.3962625359999,43.648771588,1
2009,September,23,Evening,NA,1,-79.4415043129999,43.683043598,1
2009,September,19,Evening,NA,1,-79.479939815,43.669803447,1
2009,September,2,Night,NA,1,-79.2599095049999,43.7168432020001,1
2009,September,2,Night,NA,NA,-79.44817842,43.7191307570001,0
2009,September,1,Night,NA,1,-79.5415816619999,43.6982033830001,1
2009,September,1,Night,NA,1,-79.5415816619999,43.6982033830001,1
2009,September,22,Evening,NA,1,-79.210112502,43.820183365,1
2009,September,NA,Night,NA,1,-79.2203278699999,43.7359934890001,1
2009,October,23,Evening,NA,NA,-79.525931554,43.70054487,0
2009,October,23,Evening,1,1,-79.434792122,43.6339777790001,2
2009,October,3,Night,NA,NA,-79.3941251519999,43.707598411,0
2009,October,20,Evening,NA,NA,-79.5857761789999,43.75094238,0
2009,October,4,Night,NA,NA,-79.532382899,43.7491733790001,0
2009,October,3,Night,NA,3,-79.5071721429999,43.715431546,3
2009,October,19,Evening,NA,NA,-79.415758038,43.6767070230001,0
2009,October,22,Evening,NA,1,-79.593307463,43.7417808710001,1
2009,October,22,Evening,NA,NA,-79.2770083769999,43.7024143140001,0
2009,October,3,Night,1,4,-79.487559725,43.7496091630001,5
2009,October,23,Evening,1,1,-79.4309524289999,43.674716624,2
2009,November,1,Night,NA,NA,-79.339995006,43.67664417,0
2009,November,23,Evening,NA,NA,-79.258813936,43.789644068,0
2009,November,19,Evening,1,NA,-79.345435905,43.680441574,1
2009,November,23,Evening,1,NA,-79.4986848299999,43.7514205800001,1
2009,November,14,Afternoon,NA,1,-79.261146318,43.7311994840001,1
2009,November,23,Evening,NA,NA,-79.322136024,43.6746905950001,0
2009,November,1,Night,NA,NA,-79.5490654929999,43.7506438840001,0
2009,November,2,Night,NA,1,-79.2700187089999,43.7735850490001,1
2009,November,20,Evening,NA,2,-79.4473049859999,43.696332066,2
2009,November,20,Evening,1,NA,-79.4388895009999,43.6915344770001,1
2009,November,15,Afternoon,NA,1,-79.344651358,43.7646457170001,1
2009,November,NA,Night,NA,NA,-79.501486095,43.741497242,0
2009,November,20,Evening,NA,NA,-79.4947099519999,43.701656159,0
2009,November,2,Night,NA,1,-79.426767024,43.6495013950001,1
2009,November,3,Night,NA,NA,-79.4777943409999,43.7251129480001,0
2009,November,23,Evening,NA,NA,-79.4733311219999,43.654039552,0
2009,November,22,Evening,NA,NA,-79.557042279,43.732434159,0
2009,November,19,Evening,NA,NA,-79.480268797,43.6833245060001,0
2009,November,18,Evening,NA,NA,-79.510393218,43.749211679,0
2009,November,7,Morning,NA,NA,-79.501575601,43.7428338490001,0
2009,November,19,Evening,1,NA,-79.5506207779999,43.6882250850001,1
2009,November,23,Evening,NA,NA,-79.443874842,43.719490657,0
2009,November,3,Night,1,4,-79.266489129000007,43.7689478570001,5
2009,November,3,Night,1,NA,-79.387694846,43.665651805,1
2009,November,23,Evening,NA,NA,-79.44817842,43.7191307570001,0
2009,November,17,Afternoon,NA,NA,-79.449233517,43.720519956,0
2009,November,21,Evening,NA,1,-79.501486095,43.741497242,1
2009,November,21,Evening,NA,NA,-79.509448958,43.697316866,0
2009,November,16,Afternoon,NA,NA,-79.498998558,43.697320963,0
2009,December,23,Evening,1,3,-79.5047096439999,43.7157375460001,4
2009,December,NA,Night,NA,NA,-79.330787763,43.791766862,0
2009,December,3,Night,1,NA,-79.387405341,43.653138492,1
2009,December,NA,Night,NA,1,-79.547762488,43.6390273150001,1
2009,December,20,Evening,1,NA,-79.52376885,43.7023779620001,1
2009,December,NA,Night,1,1,-79.523026842,43.7177204480001,2
2009,December,21,Evening,NA,NA,-79.2117627869999,43.743759289,0
2009,December,22,Evening,NA,NA,-79.244736158,43.744784778,0
2009,December,NA,Night,NA,NA,-79.2117627869999,43.743759289,0
2009,December,NA,Night,NA,1,-79.455468221,43.664841535,1
2009,December,21,Evening,NA,1,-79.300157851,43.68397043,1
2009,December,2,Night,NA,NA,-79.614269587,43.745489332,0
2009,December,15,Afternoon,NA,NA,-79.493170305,43.6703087380001,0
2009,December,NA,Night,NA,NA,-79.517212512,43.7506434800001,0
2009,December,21,Evening,1,NA,-79.478879321,43.665560559,1
2010,January,22,Evening,NA,NA,-79.214359142,43.7604353990001,0
2010,January,21,Evening,NA,1,-79.2117627869999,43.743759289,1
2010,January,21,Evening,NA,2,-79.414742755,43.7765804960001,2
2010,January,NA,Night,1,NA,-79.211198385,43.8118543190001,1
2010,January,1,Night,NA,1,-79.44817842,43.7191307570001,1
2010,January,20,Evening,NA,1,-79.531621188,43.663428949,1
2010,January,22,Evening,NA,NA,-79.217562168,43.7981391920001,0
2010,January,1,Night,NA,1,-79.322698439,43.697244406,1
2010,January,19,Evening,NA,NA,-79.196890506,43.7636286920001,0
2010,January,3,Night,NA,1,-79.400906433,43.651213591,1
2010,January,17,Afternoon,NA,1,-79.376447249,43.6548291940001,1
2010,January,19,Evening,NA,NA,-79.2970738559999,43.69209192,0
2010,January,18,Evening,NA,1,-79.50887116,43.6968247670001,1
2010,January,11,Morning,NA,NA,-79.366030058,43.662162901,0
2010,January,22,Evening,NA,NA,-79.499788617,43.624883915,0
2010,February,15,Afternoon,NA,NA,-79.5047096439999,43.7157375460001,0
2010,February,20,Evening,NA,NA,-79.4417645729999,43.730985951,0
2010,February,23,Evening,1,NA,-79.502596954,43.698410562,1
2010,February,22,Evening,NA,NA,-79.299488205,43.8022000300001,0
2010,February,22,Evening,NA,NA,-79.3622545589999,43.658253797,0
2010,February,22,Evening,1,NA,-79.5047096439999,43.7157375460001,1
2010,February,NA,Night,NA,1,-79.230268453,43.730658889,1
2010,February,3,Night,NA,1,-79.546084511,43.5958180750001,1
2010,February,1,Night,NA,NA,-79.401105534,43.652267792,0
2010,February,2,Night,NA,1,-79.413456429,43.6541783980001,1
2010,February,5,Night,NA,NA,-79.231358372,43.8087197300001,0
2010,February,16,Afternoon,NA,1,-79.194343981,43.789272193,1
2010,February,15,Afternoon,NA,NA,-79.5040008779999,43.688866782,0
2010,March,11,Morning,NA,NA,-79.587090092,43.7536173830001,0
2010,March,14,Afternoon,NA,NA,-79.4937485029999,43.671669933,0
2010,March,1,Night,NA,1,-79.3611794569999,43.6478612870001,1
2010,March,16,Afternoon,NA,NA,-79.5857761789999,43.75094238,0
2010,March,10,Morning,NA,1,-79.596495062,43.744059268,1
2010,March,18,Evening,NA,NA,-79.2830767139999,43.7489284540001,0
2010,March,21,Evening,1,NA,-79.199460909,43.7654416920001,1
2010,March,3,Night,NA,1,-79.2340681749999,43.7922849890001,1
2010,March,15,Afternoon,NA,NA,-79.5113426189999,43.750118082,0
2010,March,22,Evening,NA,NA,-79.4937485029999,43.671669933,0
2010,March,21,Evening,NA,1,-79.585341568,43.7374452760001,1
2010,March,21,Evening,NA,NA,-79.514730516,43.7672126890001,0
2010,March,NA,Night,NA,NA,-79.5686956749999,43.6494272130001,0
2010,March,4,Night,NA,NA,-79.231358372,43.8087197300001,0
2010,April,12,Afternoon,NA,1,-79.395297537,43.6512995910001,1
2010,April,3,Night,NA,2,-79.285942291,43.7715872360001,2
2010,April,21,Evening,NA,1,-79.463877713,43.6765666250001,1
2010,April,4,Night,NA,NA,-79.226563878,43.7775845090001,0
2010,April,17,Afternoon,NA,1,-79.448911314,43.7175130570001,1
2010,April,16,Afternoon,NA,1,-79.452699716,43.657282614,1
2010,April,23,Evening,NA,NA,-79.2156708479999,43.7605684010001,0
2010,April,13,Afternoon,NA,NA,-79.434208809,43.6892555840001,0
2010,April,20,Evening,NA,NA,-79.509597645,43.7248922460001,0
2010,April,16,Afternoon,NA,NA,-79.438822583,43.7318796540001,0
2010,April,3,Night,NA,1,-79.5141203009999,43.743105364,1
2010,April,19,Evening,NA,1,-79.488218022,43.615736543,1
2010,April,21,Evening,NA,1,-79.226512756,43.768221924,1
2010,April,19,Evening,NA,1,-79.533616835,43.7077805380001,1
2010,April,NA,Night,NA,2,-79.517334267,43.6946139770001,2
2010,April,21,Evening,NA,1,-79.517124912,43.75046738,1
2010,May,14,Afternoon,NA,NA,-79.4028139329999,43.6519255920001,0
2010,May,15,Afternoon,1,NA,-79.433750115,43.684907196,1
2010,May,2,Night,NA,NA,-79.533964984,43.734733551,0
2010,May,23,Evening,NA,NA,-79.240097276,43.7888665850001,0
2010,May,NA,Night,NA,NA,-79.582614672,43.733967679,0
2010,May,18,Evening,NA,1,-79.3885674109999,43.76905179,1
2010,May,1,Night,1,NA,-79.470366089,43.6912238840001,1
2010,May,18,Evening,NA,NA,-79.4947324999999,43.6739879250001,0
2010,May,NA,Night,NA,1,-79.5978145619999,43.7411892700001,1
2010,May,23,Evening,NA,NA,-79.442339149,43.7227361560001,0
2010,May,22,Evening,NA,NA,-79.5096539899999,43.739681841,0
2010,May,NA,Night,NA,1,-79.5096539899999,43.739681841,1
2010,May,23,Evening,NA,1,-79.441817451,43.722596356,1
2010,May,17,Afternoon,NA,1,-79.321994968,43.760114721,1
2010,May,22,Evening,NA,NA,-79.517043612,43.754831783,0
2010,May,3,Night,NA,1,-79.39398074,43.6572107970001,1
2010,May,3,Night,NA,1,-79.44163892,43.661067014,1
2010,June,23,Evening,NA,NA,-79.3632905599999,43.6607709,0
2010,June,22,Evening,NA,NA,-79.1857085999999,43.753567805,0
2010,June,17,Afternoon,NA,NA,-79.509643319,43.7604764870001,0
2010,June,3,Night,NA,NA,-79.532382899,43.7491733790001,0
2010,June,14,Afternoon,NA,NA,-79.429468524,43.640281486,0
2010,June,20,Evening,NA,NA,5.6843418860808e-14,5.08888749034163e-14,0
2010,June,17,Afternoon,NA,1,-79.51211115,43.7010918610001,1
2010,June,16,Afternoon,NA,1,-79.516192452,43.700154565,1
2010,June,20,Evening,NA,2,-79.2770083769999,43.7024143140001,2
2010,June,22,Evening,NA,NA,-79.508178761,43.696243968,0
2010,June,2,Night,NA,1,-79.399615034000007,43.649977989,1
2010,June,22,Evening,NA,1,-79.256002455,43.7560744720001,1
2010,June,1,Night,NA,NA,-79.5706673289999,43.758476413,0
2010,June,21,Evening,NA,1,-79.220545782,43.7428339850001,1
2010,June,14,Afternoon,NA,2,-79.273646973,43.6943797280001,2
2010,June,15,Afternoon,NA,NA,-79.495962253,43.6997370610001,0
2010,June,22,Evening,NA,1,-79.3157538899999,43.796768398,1
2010,June,NA,Night,NA,NA,-79.549328772,43.727296229,0
2010,June,NA,Night,NA,NA,-79.510393218,43.749211679,0
2010,June,1,Night,NA,NA,-79.490018229,43.6111503270001,0
2010,July,NA,Night,1,NA,-79.4864081969999,43.7447956230001,1
2010,July,14,Afternoon,NA,1,-79.314228268,43.741494328,1
2010,July,NA,Night,NA,NA,-79.6039050649999,43.74363176,0
2010,July,5,Night,NA,NA,-79.171645199,43.8028815870001,0
2010,July,12,Afternoon,NA,NA,-79.509448958,43.697316866,0
2010,July,4,Night,NA,1,-79.3050929029999,43.8241397360001,1
2010,July,4,Night,NA,2,-79.5051001429999,43.7075461480001,2
2010,July,1,Night,NA,2,-79.358143664,43.6611945000001,2
2010,July,2,Night,NA,1,-79.523026842,43.7177204480001,1
2010,July,21,Evening,NA,NA,-79.227414979,43.743625083,0
2010,July,12,Afternoon,1,NA,-79.2666533399999,43.7558948660001,1
2010,July,20,Evening,NA,NA,-79.5113426189999,43.750118082,0
2010,July,18,Evening,NA,NA,-79.5085819559999,43.730046972,0
2010,July,NA,Night,NA,NA,-79.232964846,43.779536701,0
2010,July,2,Night,NA,NA,-79.5570881579999,43.7217292030001,0
2010,July,17,Afternoon,NA,1,-79.3296419329999,43.715307564,1
2010,July,3,Night,1,NA,-79.397887435,43.652259192,1
2010,July,23,Evening,NA,NA,5.6843418860808e-14,5.08888749034163e-14,0
2010,July,21,Evening,NA,1,-79.482086599,43.680603913,1
2010,July,20,Evening,NA,1,-79.507259475,43.691484377,1
2010,July,NA,Night,NA,NA,-79.509643319,43.7604764870001,0
2010,July,23,Evening,1,NA,-79.3296419329999,43.715307564,1
2010,July,1,Night,NA,NA,-79.510037643,43.717693646,0
2010,July,23,Evening,1,NA,-79.259105829,43.787402065,1
2010,July,23,Evening,NA,NA,-79.375752755,43.6696619090001,0
2010,July,NA,Night,NA,NA,5.6843418860808e-14,5.08888749034163e-14,0
2010,July,22,Evening,NA,NA,-79.510393218,43.749211679,0
2010,July,22,Evening,NA,NA,-79.358141863,43.6591230980001,0
2010,July,21,Evening,NA,NA,5.6843418860808e-14,5.08888749034163e-14,0
2010,July,23,Evening,NA,NA,-79.390161259,43.7084183170001,0
2010,July,NA,Night,NA,NA,-79.4408745549999,43.720844857,0
2010,July,NA,Night,NA,NA,-79.441817451,43.722596356,0
2010,July,22,Evening,NA,1,-79.368456753,43.648776088,1
2010,July,2,Night,NA,NA,-79.330443476,43.7968040850001,0
2010,July,21,Evening,1,NA,-79.611512781,43.732113214,1
2010,July,13,Afternoon,NA,1,-79.501479903,43.6648899400001,1
2010,July,21,Evening,NA,NA,-79.433347322,43.6546692040001,0
2010,July,23,Evening,NA,NA,-79.5521509559999,43.6957896770001,0
2010,July,14,Afternoon,1,NA,-79.506857592,43.740318642,1
2010,July,4,Night,NA,4,-79.407229532,43.6520564940001,4
2010,August,19,Evening,NA,1,-79.528273844,43.704558954,1
2010,August,4,Night,NA,1,-79.373540453,43.6609474000001,1
2010,August,22,Evening,NA,1,-79.2915159779999,43.7269136620001,1
2010,August,NA,Night,NA,1,-79.315233571,43.757864622,1
2010,August,16,Afternoon,NA,2,-79.2890080619999,43.692877122,2
2010,August,21,Evening,NA,NA,-79.2048185689999,43.7974414930001,0
2010,August,NA,Night,NA,NA,-79.1996222,43.817259734,0
2010,August,23,Evening,NA,1,-79.570055531,43.7604197150001,1
2010,August,NA,Night,NA,1,-79.377109779,43.711087037,1
2010,August,17,Afternoon,NA,NA,-79.550551371,43.725094923,0
2010,August,23,Evening,1,NA,-79.375752755,43.6696619090001,1
2010,August,21,Evening,1,NA,-79.530788596,43.644650074,1
2010,August,2,Night,NA,NA,-79.211198385,43.8118543190001,0
2010,August,18,Evening,NA,NA,-79.515627712,43.749145578,0
2010,August,16,Afternoon,NA,1,-79.519674514,43.7659004860001,1
